race,Driver,Team,LapNumber,lap_time,s1,s2,s3,Compound,TyreLife,Stint,pit_flag,AirTemp,TrackTemp,Rainfall,yellow_flag,sc_flag,vsc_flag,red_flag
Monaco Grand Prix,NOR,McLaren,1.0,83.34,24.857,37.264,21.219,MEDIUM,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,LEC,Ferrari,1.0,84.481,25.50399999999999,37.212,21.765,MEDIUM,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,PIA,McLaren,1.0,86.141,26.182000000000002,38.34,21.619,MEDIUM,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,VER,Red Bull Racing,1.0,87.02,26.866999999999997,38.394,21.759,HARD,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,HAD,Racing Bulls,1.0,87.567,27.37399999999999,38.756,21.437,MEDIUM,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,ALO,Aston Martin,1.0,88.332,27.868999999999996,38.958,21.505,HARD,2.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,HAM,Ferrari,1.0,89.406,28.218000000000007,39.263,21.925,HARD,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,OCO,Haas F1 Team,1.0,89.926,28.622000000000003,39.394,21.91,MEDIUM,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,LAW,Racing Bulls,1.0,90.523,29.07,39.544,21.909,MEDIUM,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,ALB,Williams,1.0,91.479,29.302999999999997,40.146,22.03,MEDIUM,5.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,SAI,Williams,1.0,92.413,30.037999999999993,40.273,22.102,HARD,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,HUL,Kick Sauber,1.0,92.788,30.346,40.324,22.118,MEDIUM,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,RUS,Mercedes,1.0,94.077,31.186999999999998,40.601,22.289,HARD,1.0,1.0,0,22.0,43.9,False,0,0,1,0
Monaco Grand Prix,ANT,Mercedes,1.0,94.721,31.429000000000006,40.866,22.426,HARD,1.0,1.0,0,22.0,43.9,False,0,0,1,0
