race,Driver,Team,LapNumber,lap_time,s1,s2,s3,Compound,TyreLife,Stint,pit_flag,AirTemp,TrackTemp,Rainfall,yellow_flag,sc_flag,vsc_flag,red_flag
Japanese Grand Prix,VER,Red Bull Racing,1.0,130.735,35.23200000000001,64.045,31.458,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,PER,Red Bull Racing,1.0,132.767,35.894,65.032,31.841,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,NOR,McLaren,1.0,134.751,36.75200000000001,65.666,32.333,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,SAI,Ferrari,1.0,137.613,37.54,67.997,32.076,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,ALO,Aston Martin,1.0,140.526,38.01400000000001,69.943,32.569,SOFT,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,PIA,McLaren,1.0,144.356,38.25999999999999,72.784,33.312,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,HAM,Mercedes,1.0,152.716,38.49600000000001,77.16,37.06,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,LEC,Ferrari,1.0,154.543,39.014,77.828,37.701,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,RUS,Mercedes,1.0,159.587,39.336,78.942,41.309,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,HUL,Haas F1 Team,1.0,162.853,39.69000000000001,80.74,42.423,SOFT,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,BOT,Kick Sauber,1.0,164.736,39.92799999999999,81.589,43.219,SOFT,1.0,1.0,1,22.5,40.0,False,0,0,0,0
Japanese Grand Prix,TSU,RB,1.0,167.566,40.132999999999996,83.186,44.247,MEDIUM,1.0,1.0,1,22.5,40.0,False,0,0,0,0
